Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	HF1_1578259_CP_QC1	HF1_1578259_CP_QC2	HF1_1578259_CP_QC3	HF1_1578259_CP_QC4	HF1_1578259_CP_QC5
796	7.391	206.33363	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	18838.19	HF1_1578259_CP_QC3	206.33363:1688676 207.33698:0 208.34034:0		886993	927707	1688676	1211270	1113095
797	1.185	206.88554	Unknown	[M+H]+	found in higher mz's MsMs_2703; found in higher mz's MsMs_2617; found in higher mz's MsMs_2353; found in higher mz's MsMs_2486; found in higher mz's MsMs_2737; found in higher mz's MsMs_2278; found in higher mz's MsMs_2309	1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	5293.5	HF1_1578259_CP_QC5	206.88554:52338824 207.88889:1555382 208.89225:15386381		49293364	49787360	48322288	50631280	52338824
798	0.517	206.99475	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	88.38	HF1_1578259_CP_QC4	206.99475:4464058 207.9981:506922 209.00146:1759719		738734	2491479	3951164	4464058	3004166
799	5.246	207.00529	Unknown	[M+H]+	similar chromatogram in higher mz_2216; similar chromatogram in higher mz_2920; similar chromatogram in higher mz_2947; similar chromatogram in higher mz_2731	0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	63.53	HF1_1578259_CP_QC5	207.00529:731546 208.00864:0 209.012:0		452861	471913	715506	687774	731546
800	1.241	207.01434	Unknown	[M+H]+	found in higher mz's MsMs_2421	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	37.51	HF1_1578259_CP_QC4	207.01419:1507506 208.01754:106357 209.0209:125713	82.88564:5249 104.10735:26586 139.03842:7103	1598394	1492352	1382520	1507506	1444674
801	1.054	207.04974	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	12.97	HF1_1578259_CP_QC1	207.05005:922173 208.0534:223999 209.05676:337822	67.05472:7818 81.07024:10636 84.9602:49903 138.66255:5912 161.04431:34050 197.06595:138403 207.04994:114833	922173	860417	974040	1036571	876450
802	11.856	207.05414	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	5.24	HF1_1578259_CP_QC3	207.05414:643116 208.05749:43459 209.06085:64975	84.96022:55718 119.04982:5767 123.08009:6601 139.03893:33993 193.03824:12225	386913	615745	643116	481111	358110
803	5.259	207.06508	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	88.31	HF1_1578259_CP_QC5	207.06508:3401204 208.06843:528619 209.07179:3001064		3227765	3249268	3287558	3280644	3401204
804	7.373	207.10129	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	7378.04	HF1_1578259_CP_QC1	207.10165:563227776 208.105:76177872 209.10836:4249313	79.0548:344393 121.06507:396982 139.03896:25642610 149.0598:474972 165.09081:1009636	563227776	554236992	589792512	586497920	621066560
805	5.52	207.10146	Unknown	[M+H]+	found in higher mz's MsMs_1155; found in higher mz's MsMs_2663	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	511.32	HF1_1578259_CP_QC1	207.10176:41213688 208.10511:6207236 209.10847:3595242	57.03411:238802 81.07036:121712 91.05474:371919 117.06983:55129 123.04426:223544 137.05969:351165 143.08507:101428 149.09619:494226 156.09366:55609 165.05463:1217031 177.05458:305071 207.06505:574631	41213688	39568008	41916372	41514888	42962764
806	1.028	207.10162	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	27.29	HF1_1578259_CP_QC2	207.10162:1551660 208.10497:162027 209.10833:92880	51.09711:6073 81.07025:13041 95.08578:22154 119.08614:8661 139.03897:136383 197.06593:140799 202.07175:8880	564828	1551660	1445521	504059	2362294
807	6.945	207.1741	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	209.67	HF1_1578259_CP_QC1	207.17442:4499590 208.17777:696796 209.18113:0	55.05492:54521 79.05475:37328 83.0859:15204 99.08073:21288 117.06973:12417 123.11671:15518 147.11679:90075 175.03891:16405 207.17429:246170	4499590	4570726	5725500	5753240	5765098
808	6.656	207.17442	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	160.45	HF1_1578259_CP_QC1	207.17441:4079533 208.17776:533425 209.18112:84325	65.03938:6098 78.41029:5050 81.0705:55191 91.05461:34026 119.04925:15473 123.11662:18708 189.01976:5995 192.15085:36002 207.17435:284653	4079533	4068836	5051816	4895840	4901484
809	5.839	207.17462	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	53.55	HF1_1578259_CP_QC2	207.17462:1100179 208.17797:190626 209.18133:67486		1098982	1100179	1220520	1235085	1278114
810	8.285	207.20137	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	49.21	HF1_1578259_CP_QC4	207.20137:1633516 208.20472:0 209.20808:0		1417314	1351187	1636864	1633516	1673441
811	1.233	207.20663	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	25.13	HF1_1578259_CP_QC4	207.20663:640229 208.20998:151652 209.21334:0		485987	307733	595281	640229	611902
812	7.381	207.87483	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	9219.43	HF1_1578259_CP_QC3	207.87483:1640386 208.87818:0 209.88154:0		937776	1220259	1640386	1286341	1118352
813	5.234	208.09668	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	26.95	HF1_1578259_CP_QC5	208.09668:1035654 209.10003:94309 210.10339:470247		520450	625542	887823	872772	1035654
814	5.031	208.13326	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	54.36	HF1_1578259_CP_QC3	208.13326:1646394 209.13661:205859 210.13997:78935		1198864	1211003	1646394	1548302	1532230
815	1.185	208.88364	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	873.75	HF1_1578259_CP_QC5	208.88364:11354973 209.88699:370303 210.89035:1045464		10623486	11066872	10566503	11074685	11354973
816	1.225	208.97263	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	22.23	HF1_1578259_CP_QC1	208.97263:719577 209.97598:56602 210.97934:139486		719577	673534	591916	697334	652868
817	0.518	209.0105	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	32.76	HF1_1578259_CP_QC5	209.0105:558966 210.01385:54564 211.01721:134643		233952	507998	532586	529183	558966
818	4.286	209.04434	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	112.72	HF1_1578259_CP_QC3	209.04468:6504068 210.04803:830119 211.05139:97532	76.18977:4904 91.05447:13131 95.48892:5571 111.04433:15854 121.02861:762836 191.034:20938	5340156	2040121	6504068	5475500	6658341
819	4.639	209.0444	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	181.65	HF1_1578259_CP_QC1	209.04465:8705189 210.048:895022 211.05136:140772	53.03939:6927 69.03429:7965 85.02897:54003 91.05475:22091 119.04962:10744 177.05495:72169 209.04489:46411	8705189	9448101	8695950	9556402	8940110
820	4.34	209.04445	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	132.83	HF1_1578259_CP_QC1	209.04471:6519740 210.04806:709741 211.05142:84337	57.07072:6265 75.02065:6496 91.05476:15028 121.02872:760432 145.02861:12099 181.04965:9388	6519740	4671542	6504068	6689551	6262602
821	4.42	209.04463	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	197.19	HF1_1578259_CP_QC2	209.04463:6387086 210.04798:788865 211.05134:107074	65.0392:1027477 68.9978:6220 79.05489:16296 119.04908:7567 145.0285:9740 209.04343:32620	5452990	6387086	5240624	5694563	5432434
822	0.522	209.08057	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	14.46	HF1_1578259_CP_QC3	209.08057:597925 210.08392:46035 211.08728:468478		334955	421109	597925	252301	551126
823	5.568	209.0807	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	238.29	HF1_1578259_CP_QC5	209.0807:9812629 210.08405:1270224 211.08741:2665848		9127704	8854590	9867917	9325483	9812629
824	6.234	209.08076	Unknown	[M+H]+	found in higher mz's MsMs_2036	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1809	HF1_1578259_CP_QC1	209.08096:82129752 210.08431:11418460 211.08767:806409	55.01854:730355 73.02909:142511 79.05482:901680 97.06535:282208 107.08593:461057 125.02355:673490 127.03913:127902 153.05475:86377 155.03397:465043 167.07066:58843 209.04454:365136	82129752	81854200	90103912	92189656	90235728
825	5.372	209.11703	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	522.25	HF1_1578259_CP_QC1	209.11739:23862904 210.12074:3945473 211.1241:490967	64.38063:6732 65.03919:50603 71.04976:228946 78.047:42818 91.05473:376744 95.04959:144790 105.07025:253457 116.06221:13664 119.08598:124190 125.02349:76464 129.07001:56506 134.03641:59519 139.07503:42641 145.02841:173340 149.05983:355267 163.03932:51634 163.11176:396956 165.09106:125489 173.09644:78515 181.08618:68684 191.10661:544120 209.0242:11583 209.11705:815311	23862904	23152536	25737038	26246954	26853426
826	5.79	209.11711	Unknown	[M+H]+	found in higher mz's MsMs_2348	0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	98.49	HF1_1578259_CP_QC2	209.11748:3825410 210.12083:475246 211.12419:398302	55.01847:53348 67.05482:67395 79.05021:7581 85.06525:28106 91.05472:120190 107.04974:62402 113.05952:7845 117.034:33984 119.08586:39195 125.02353:33617 131.04855:14258 135.08035:54667 149.0598:202070 151.11205:49411 162.06741:37745 171.02878:50194 176.08286:22556 181.08557:55343 209.04482:59312	3854074	3825410	4534890	4579581	4642086
827	5.508	209.15346	Unknown	[M+H]+	similar chromatogram in higher mz_2173	0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	584.67	HF1_1578259_CP_QC4	209.15346:13702127 210.15681:2592452 211.16017:164955		12785734	12286740	13151342	13702127	13647188
828	5.824	209.15379	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	179.85	HF1_1578259_CP_QC1	209.15384:4149408 210.15719:690715 211.16055:144345	55.05489:54473 67.05488:64954 78.04694:14691 79.05482:154689 85.0651:27695 91.05473:141513 103.0548:47875 106.04167:62558 107.08591:254009 115.05423:10863 119.08556:47609 125.05993:79283 131.049:23230 135.08054:84107 139.11177:9429 149.05984:273285 151.11168:74621 162.06741:49815 163.11177:134388 171.02893:126006 176.08344:34539 181.08572:31996 191.10667:433888 209.11708:289258	4149408	3694261	4402445	4373407	4587528
829	1.238	209.9567	Unknown	[M+H]+	similar chromatogram in higher mz_1494; similar chromatogram in higher mz_1814; similar chromatogram in higher mz_1794	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	151.1	HF1_1578259_CP_QC1	209.95663:1192466 210.95998:0 211.96334:239699	94.92965:21735 153.12895:5012 209.15259:4952 209.95508:13084	1192466	1245332	1048946	1128526	1081738
830	1.988	210.06096	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	64.89	HF1_1578259_CP_QC1	210.06096:1507435 211.06431:42367 212.06767:0	105.59802:5254 145.61049:5289	1507435	1434416	2162397	1769882	1674938
831	4.849	210.07599	Unknown	[M+H]+	found in higher mz's MsMs_2794; found in higher mz's MsMs_2701	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	731.07	HF1_1578259_CP_QC1	210.07632:25277890 211.07967:2951148 212.08303:238816	59.00972:6113 80.04985:8140 118.06538:388886 136.07582:8802 164.07057:4282872 178.08659:93311	25277890	26117638	28663880	29751810	28706382
832	5.35	210.08411	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	39.86	HF1_1578259_CP_QC3	210.08411:1840803 211.08746:1285311 212.09082:285326		1725295	1773622	1840803	1824552	1966788
833	6.994	210.3031	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	61.95	HF1_1578259_CP_QC5	210.3031:889340 211.30645:0 212.30981:0		543890	364500	753805	761846	889340
834	1.185	210.88181	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73.01	HF1_1578259_CP_QC5	210.88181:869220 211.88516:0 212.88852:0		805349	858293	765096	825502	869220
835	6.999	211.09616	Unknown	[M+H]+	found in higher mz's MsMs_1156	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	8564.38	HF1_1578259_CP_QC1	211.09648:275004448 212.09983:37538332 213.10319:2430793	57.03427:164781 71.05008:144327 81.07043:6288176 99.04453:252657 105.07019:621820 127.03912:3859608 135.04416:1177049 151.07533:753782 169.08606:728137	275004448	267623024	316054208	312724640	327108416
836	7.43	211.09627	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	271.88	HF1_1578259_CP_QC1	211.09665:9614657 212.1:1201262 213.10336:0	74.47286:6785 81.07047:153839 105.07053:14019 123.08049:37231 127.03916:88550 151.07544:17259 193.08601:733069	9614657	10311927	10483105	10375366	11293537
837	5.584	211.09654	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	59.41	HF1_1578259_CP_QC1	211.09674:2355407 212.10009:362493 213.10345:378875	57.03408:16833 71.04969:12112 79.05459:22726 91.0547:124374 105.07011:23205 123.02621:11288 131.08638:6763 133.1013:26588 153.06924:6393 165.05446:24418 167.07031:195529 175.11192:15604 193.08574:32465	2355407	2347614	2437732	2347848	2357051
838	6.166	211.13303	Unknown	[M+H]+	found in higher mz's MsMs_2506	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	121.98	HF1_1578259_CP_QC1	211.13313:3781521 212.13648:639133 213.13984:554293	59.04972:6920 67.05477:28587 93.07003:20016 105.06985:15731 107.0859:52344 119.08566:14793 139.07574:5794 141.09096:31163 151.11182:79670 165.09056:11137 193.08516:10853 211.1328:559940	3781521	3937125	5100212	5014424	4931896
839	5.475	211.13309	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	51.79	HF1_1578259_CP_QC3	211.13309:1201856 212.13644:255775 213.1398:158514		1095953	1024590	1201856	1182651	1150619
840	5.942	211.16948	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	30.09	HF1_1578259_CP_QC3	211.16948:770759 212.17283:198433 213.17619:278410		661151	645652	770759	743381	795601
841	6.998	211.89372	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	7374.36	HF1_1578259_CP_QC5	211.89372:917492 212.89707:173259 213.90043:0		535609	491194	736836	757794	917492
842	7.804	212.20068	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	25.1	HF1_1578259_CP_QC1	212.20114:1032861 213.20449:187824 214.20785:0	79.05465:10290 86.06051:16572 95.08611:35365 114.09155:18853 135.11722:11037 166.09444:12072	1032861	1122457	1352524	1240621	1370090
843	9.748	212.20107	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	25.46	HF1_1578259_CP_QC1	212.20107:1378237 213.20442:193941 214.20778:0	55.05497:30538 95.08601:11713 114.09163:6928 121.10126:13248	1378237	1276578	1328930	1244474	1183468
844	1.235	212.85193	Unknown	[M+H]+	found in higher mz's MsMs_1998; found in higher mz's MsMs_2421; found in higher mz's MsMs_2180; found in higher mz's MsMs_2119; found in higher mz's MsMs_2710; found in higher mz's MsMs_1703; found in higher mz's MsMs_2722	1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2966.11	HF1_1578259_CP_QC2	212.85193:28839544 213.85528:72137 214.85864:8473574		28184874	28839544	27150948	27632528	27463062
845	0.518	212.95088	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	31.37	HF1_1578259_CP_QC5	212.95088:542716 213.95423:76981 214.95759:773996		102622	313316	371312	375220	542716
846	1.05	213.02415	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	58.99	HF1_1578259_CP_QC5	213.02415:1406830 214.0275:103920 215.03086:680875		674448	574060	653690	721195	1406830
847	1.213	213.0748	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	708.12	HF1_1578259_CP_QC1	213.0748:14825540 214.07815:1532084 215.08151:1573513	56.9012:4499 185.02974:14726	14825540	14697884	12353275	13753443	12267260
848	5.705	213.07552	Unknown	[M+H]+	found in higher mz's MsMs_2639; found in higher mz's MsMs_2528; found in higher mz's MsMs_2583	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	79.57	HF1_1578259_CP_QC2	213.0759:2351803 214.07925:416957 215.08261:471060	65.03928:10952 67.05486:38385 79.05463:24168 81.03405:45809 91.05458:35920 109.02867:28951 113.05972:18224 125.02354:94904 137.05972:12488 149.05994:76329 167.03511:11838 195.06517:558048 213.07521:73908	2510802	2351803	2323039	2415346	2527100
849	5.974	213.07558	Unknown	[M+H]+	found in higher mz's MsMs_1973; found in higher mz's MsMs_1447	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2768.53	HF1_1578259_CP_QC1	213.07596:72234440 214.07931:8962011 215.08267:1070421	55.01851:80797 57.07088:23273 67.05489:205128 69.0709:25951 83.01329:164669 85.06546:17090 97.02891:203799 101.02376:686818 109.02882:57307 109.06504:82827 121.06499:429999 125.02353:670588 137.05954:82660 139.07542:277876 143.88219:7539 167.07031:2082371 195.06522:4544144 213.07536:666308	72234440	70590352	80137504	79915056	82057720
850	5.128	213.07603	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	38.61	HF1_1578259_CP_QC1	213.07603:1230951 214.07938:148840 215.08274:201886	70.06575:61400 79.05462:15763 105.06966:13038 109.06476:10570 123.04412:8753 135.0439:6901 139.03876:17256 153.05441:48083 181.04956:78031 213.05507:20610	1230951	1076194	1134666	1178529	1144242
851	1.049	213.09715	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	26.42	HF1_1578259_CP_QC3	213.09715:867512 214.1005:0 215.10386:855067	58.99855:6913 68.9826:28454 81.07037:6905 84.96003:41907 98.97562:10392 105.00347:23718 129.03932:12429 145.0345:11993 165.95189:22906 173.02956:14717 189.02518:11255 201.09746:15266 207.9631:12724 213.09711:56412	690312	788051	867512	754521	766214
